ClassDefIdentifier,versionMajor,versionMinor,versionMicro,base,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue,classAs_astAttribute,classVersionMinorMinimum,attribute,attributeKind,attributeVersionMinorMinimum,TypeAliasSubcategory,type,ast_exprType,ast_arg,match_args,match_argsVersionMinorMinimum
ClassDef,3,9,13,stmt,False,No,No,list(stmt),list[stmt],No,No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,body,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('body', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,9,13,stmt,False,No,No,list(expr),list[expr],No,No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,decorator_list,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('decorator_list', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
Compare,3,9,13,expr,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,left,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('left', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'left', 'ops', 'comparators'",-1.0
Compare,3,9,13,expr,False,No,No,list(cmpop),list[cmpop],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,ops,_field,-1,list_cmpop,list[ast.cmpop],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='cmpop'))","ast.arg('ops', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='cmpop')))","'left', 'ops', 'comparators'",-1.0
Compare,3,9,13,expr,False,No,No,list(expr),list[expr],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,comparators,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('comparators', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'left', 'ops', 'comparators'",-1.0
Compare,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'left', 'ops', 'comparators'",-1.0
Compare,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'left', 'ops', 'comparators'",-1.0
Compare,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'left', 'ops', 'comparators'",-1.0
Compare,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'left', 'ops', 'comparators'",-1.0
Constant,3,9,13,expr,False,No,No,constant,Any,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,value,_field,-1,Any,Any,ast.Name('Any'),"ast.arg('value', ast.Name('Any'))","'value', 'kind'",-1.0
Constant,3,9,13,expr,False,No,No,string | None,str | None,No,No,False,ast.Constant(None),True,str,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,kind,_field,-1,strOrNone,str | None,"ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('kind', ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'kind'",-1.0
Constant,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'value', 'kind'",-1.0
Constant,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'value', 'kind'",-1.0
Constant,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'kind'",-1.0
Constant,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'kind'",-1.0
Continue,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Continue')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",No,No
Continue,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Continue')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",No,No
Continue,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Continue')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Continue,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Continue')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Del,3,9,13,expr_context,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Del')",-1,No,No,-1,No,No,No,No,No,No
Delete,3,9,13,stmt,False,No,No,list(expr),list[expr],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Delete')",-1,targets,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('targets', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))",targets,-1.0
Delete,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Delete')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",targets,-1.0
Delete,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Delete')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",targets,-1.0
Delete,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Delete')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",targets,-1.0
Delete,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Delete')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",targets,-1.0
Dict,3,9,13,expr,False,No,No,list(expr),list[expr | None],No,No,True,ast.List(ast.Constant(None)),False,No,No,"ast.Attribute(ast.Name('ast'), 'Dict')",-1,keys,_field,-1,list_exprOrNone,list[ast.expr | None],"ast.Subscript(value=ast.Name('list'), slice=ast.BinOp(left=ast.Attribute(value=ast.Name('ast'), attr='expr'), op=ast.BitOr(), right=ast.Constant(value=None)))","ast.arg('keys', ast.Subscript(value=ast.Name('list'), slice=ast.BinOp(left=ast.Attribute(value=ast.Name('ast'), attr='expr'), op=ast.BitOr(), right=ast.Constant(value=None))))","'keys', 'values'",-1.0
Dict,3,9,13,expr,False,No,No,list(expr),list[expr],No,No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'Dict')",-1,values,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('values', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'keys', 'values'",-1.0
Dict,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Dict')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'keys', 'values'",-1.0
Dict,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Dict')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'keys', 'values'",-1.0
Dict,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Dict')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'keys', 'values'",-1.0
Dict,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Dict')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'keys', 'values'",-1.0
DictComp,3,9,13,expr,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'DictComp')",-1,key,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('key', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'key', 'value', 'generators'",-1.0
DictComp,3,9,13,expr,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'DictComp')",-1,value,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('value', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'key', 'value', 'generators'",-1.0
DictComp,3,9,13,expr,False,No,No,list(comprehension),list[comprehension],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'DictComp')",-1,generators,_field,-1,list_comprehension,list[ast.comprehension],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='comprehension'))","ast.arg('generators', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='comprehension')))","'key', 'value', 'generators'",-1.0
DictComp,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'DictComp')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'key', 'value', 'generators'",-1.0
DictComp,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'DictComp')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'key', 'value', 'generators'",-1.0
DictComp,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'DictComp')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'key', 'value', 'generators'",-1.0
DictComp,3,9,13,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'DictComp')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'key', 'value', 'generators'",-1.0
Div,3,9,13,operator,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Div')",-1,No,No,-1,No,No,No,No,No,No
Ellipsis,3,9,13,Constant,True,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Ellipsis')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",No,No
Ellipsis,3,9,13,Constant,True,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Ellipsis')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",No,No
Ellipsis,3,9,13,Constant,True,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Ellipsis')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Ellipsis,3,9,13,Constant,True,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Ellipsis')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Eq,3,9,13,cmpop,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Eq')",-1,No,No,-1,No,No,No,No,No,No
ExceptHandler,3,9,13,excepthandler,False,No,No,expr | None,expr | None,No,No,False,ast.Constant(None),False,No,No,"ast.Attribute(ast.Name('ast'), 'ExceptHandler')",-1,type,_field,-1,exprOrNone,ast.expr | None,"ast.BinOp(left=ast.Attribute(value=ast.Name('ast'), attr='expr'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('type', ast.BinOp(left=ast.Attribute(value=ast.Name('ast'), attr='expr'), op=ast.BitOr(), right=ast.Constant(value=None)))","'type', 'name', 'body'",-1.0
ExceptHandler,3,9,13,excepthandler,False,No,No,identifier | None,str | None,No,No,False,ast.Constant(None),False,No,No,"ast.Attribute(ast.Name('ast'), 'ExceptHandler')",-1,name,_field,-1,strOrNone,str | None,"ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('name', ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None)))","'type', 'name', 'body'",-1.0
ExceptHandler,3,9,13,excepthandler,False,No,No,list(stmt),list[stmt],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'ExceptHandler')",-1,body,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('body', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))","'type', 'name', 'body'",-1.0
ExceptHandler,3,9,13,excepthandler,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'ExceptHandler')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'type', 'name', 'body'",-1.0
ExceptHandler,3,9,13,excepthandler,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'ExceptHandler')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'type', 'name', 'body'",-1.0
ExceptHandler,3,9,13,excepthandler,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'ExceptHandler')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'type', 'name', 'body'",-1.0
ExceptHandler,3,9,13,excepthandler,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'ExceptHandler')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'type', 'name', 'body'",-1.0
Expr,3,9,13,stmt,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Expr')",-1,value,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('value', ast.Attribute(value=ast.Name('ast'), attr='expr'))",value,-1.0
Expr,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Expr')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",value,-1.0
Expr,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Expr')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",value,-1.0
Expr,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Expr')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",value,-1.0
Expr,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Expr')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",value,-1.0
Expression,3,9,13,mod,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Expression')",-1,body,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('body', ast.Attribute(value=ast.Name('ast'), attr='expr'))",body,-1.0
ExtSlice,3,9,13,slice,True,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'ExtSlice')",-1,No,No,-1,No,No,No,No,No,No
FloorDiv,3,9,13,operator,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'FloorDiv')",-1,No,No,-1,No,No,No,No,No,No
For,3,9,13,stmt,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,target,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('target', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
For,3,9,13,stmt,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,iter,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('iter', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
For,3,9,13,stmt,False,No,No,list(stmt),list[stmt],No,No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,body,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('body', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
For,3,9,13,stmt,False,No,orElse,list(stmt),list[stmt],No,No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,orelse,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('orelse', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
For,3,9,13,stmt,False,No,No,string | None,str | None,No,No,False,ast.Constant(None),True,str,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,type_comment,_field,-1,strOrNone,str | None,"ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('type_comment', ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None)))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
For,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
For,3,9,13,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
For,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
For,3,9,13,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'For')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'target', 'iter', 'body', 'orelse', 'type_comment'",-1.0
FormattedValue,3,9,13,expr,False,No,No,expr,expr,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'FormattedValue')",-1,value,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('value', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'value', 'conversion', 'format_spec'",-1.0
FormattedValue,3,9,13,expr,False,No,No,int | None,int,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'FormattedValue')",-1,conversion,_field,-1,int,int,ast.Name('int'),"ast.arg('conversion', ast.Name('int'))","'value', 'conversion', 'format_spec'",-1.0
FormattedValue,3,9,13,expr,False,No,No,expr | None,expr | None,No,No,False,ast.Constant(None),False,No,No,"ast.Attribute(ast.Name('ast'), 'FormattedValue')",-1,format_spec,_field,-1,exprOrNone,ast.expr | None,"ast.BinOp(left=ast.Attribute(value=ast.Name('ast'), attr='expr'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('format_spec', ast.BinOp(left=ast.Attribute(value=ast.Name('ast'), attr='expr'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'conversion', 'format_spec'",-1.0
FormattedValue,3,9,13,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'FormattedValue')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'value', 'conversion', 'format_spec'",-1.0
